nome_imagem_digital,bbox_x1,bbox_y1,bbox_x2,bbox_y2,status,fator_1_recorte_correto,fator_2_qualidade_suficiente,operador_id,timestamp_avaliacao
919700468007_dedo5.bmp,50.0,1061.0,249.0,1162.0,pendente,,,,
919700468007_dedo6.bmp,12.0,101.0,260.0,343.0,pendente,,,,
919700468007_dedo7.bmp,41.0,362.0,272.0,547.0,pendente,,,,
919700468007_dedo8.bmp,21.0,560.0,265.0,755.0,pendente,,,,
919700468007_dedo9.bmp,5.0,766.0,233.0,955.0,pendente,,,,
919700468007_dedo10.bmp,25.0,966.0,223.0,1098.0,pendente,,,,
919700468023_dedo1.bmp,0.0,193.0,203.0,415.0,pendente,,,,
919700468023_dedo2.bmp,1.0,427.0,207.0,619.0,pendente,,,,
919700468023_dedo3.bmp,4.0,626.0,208.0,817.0,pendente,,,,
919700468023_dedo4.bmp,0.0,828.0,206.0,1025.0,pendente,,,,
919700468023_dedo5.bmp,5.0,1048.0,177.0,1163.0,pendente,,,,
919700468023_dedo6.bmp,0.0,165.0,178.0,376.0,pendente,,,,
919700468023_dedo7.bmp,1.0,382.0,167.0,575.0,pendente,,,,
919700468023_dedo8.bmp,1.0,591.0,172.0,777.0,pendente,,,,
919700468023_dedo9.bmp,0.0,802.0,169.0,980.0,pendente,,,,
919700468023_dedo10.bmp,0.0,1008.0,158.0,1098.0,pendente,,,,
919700468031_dedo1.bmp,0.0,165.0,235.0,429.0,pendente,,,,
919700468031_dedo2.bmp,3.0,459.0,214.0,670.0,pendente,,,,
919700468031_dedo3.bmp,1.0,680.0,219.0,895.0,pendente,,,,
919700468031_dedo4.bmp,6.0,898.0,221.0,1131.0,pendente,,,,
919700468031_dedo6.bmp,0.0,161.0,200.0,407.0,pendente,,,,
919700468031_dedo7.bmp,2.0,419.0,178.0,612.0,pendente,,,,
919700468031_dedo8.bmp,1.0,620.0,189.0,821.0,pendente,,,,
919700468031_dedo9.bmp,0.0,825.0,186.0,1034.0,pendente,,,,
919700468031_dedo10.bmp,2.0,1038.0,165.0,1097.0,pendente,,,,
919700468058_dedo1.bmp,33.0,148.0,272.0,363.0,pendente,,,,
919700468058_dedo2.bmp,19.0,365.0,212.0,571.0,pendente,,,,
919700468058_dedo3.bmp,3.0,585.0,206.0,772.0,pendente,,,,
919700468058_dedo4.bmp,2.0,779.0,182.0,1013.0,pendente,,,,
919700468058_dedo5.bmp,2.0,1023.0,145.0,1162.0,pendente,,,,
919700468058_dedo6.bmp,19.0,102.0,212.0,322.0,pendente,,,,
919700468058_dedo7.bmp,5.0,328.0,177.0,519.0,pendente,,,,
919700468058_dedo8.bmp,1.0,526.0,177.0,710.0,pendente,,,,
919700468058_dedo9.bmp,1.0,725.0,151.0,911.0,pendente,,,,
919700468058_dedo10.bmp,0.0,932.0,126.0,1037.0,pendente,,,,
919700468066_dedo1.bmp,47.0,138.0,224.0,339.0,pendente,,,,
919700468066_dedo2.bmp,46.0,352.0,207.0,537.0,pendente,,,,
919700468066_dedo3.bmp,45.0,545.0,190.0,740.0,pendente,,,,
919700468066_dedo4.bmp,41.0,759.0,204.0,955.0,pendente,,,,
919700468066_dedo5.bmp,35.0,982.0,190.0,1153.0,pendente,,,,
919700468066_dedo6.bmp,1.0,63.0,175.0,261.0,pendente,,,,
919700468066_dedo7.bmp,2.0,301.0,155.0,488.0,pendente,,,,
919700468066_dedo8.bmp,1.0,506.0,155.0,700.0,pendente,,,,
919700468066_dedo9.bmp,0.0,715.0,155.0,905.0,pendente,,,,
919700468066_dedo10.bmp,0.0,922.0,153.0,1095.0,pendente,,,,
919700468074_dedo1.bmp,7.0,129.0,232.0,342.0,pendente,,,,
919700468074_dedo2.bmp,7.0,353.0,217.0,542.0,pendente,,,,
919700468074_dedo3.bmp,4.0,553.0,223.0,740.0,pendente,,,,
919700468074_dedo4.bmp,8.0,770.0,216.0,957.0,pendente,,,,
919700468074_dedo5.bmp,27.0,991.0,210.0,1160.0,pendente,,,,
919700468074_dedo6.bmp,7.0,115.0,212.0,308.0,pendente,,,,
919700468074_dedo7.bmp,2.0,329.0,199.0,516.0,pendente,,,,
919700468074_dedo8.bmp,0.0,533.0,201.0,714.0,pendente,,,,
919700468074_dedo9.bmp,0.0,741.0,179.0,909.0,pendente,,,,
919700468074_dedo10.bmp,1.0,965.0,178.0,1107.0,pendente,,,,
919700468090_dedo1.bmp,3.0,143.0,198.0,361.0,pendente,,,,
919700468090_dedo2.bmp,2.0,367.0,160.0,565.0,pendente,,,,
919700468090_dedo3.bmp,0.0,581.0,185.0,773.0,pendente,,,,
919700468090_dedo4.bmp,0.0,786.0,189.0,994.0,pendente,,,,
919700468090_dedo5.bmp,0.0,1001.0,170.0,1164.0,pendente,,,,
919700468090_dedo6.bmp,1.0,134.0,148.0,350.0,pendente,,,,
919700468090_dedo7.bmp,1.0,358.0,143.0,538.0,pendente,,,,
919700468090_dedo8.bmp,1.0,553.0,134.0,733.0,pendente,,,,
919700468090_dedo9.bmp,1.0,736.0,130.0,923.0,pendente,,,,
919700468090_dedo10.bmp,2.0,924.0,126.0,1098.0,pendente,,,,
919700468104_dedo1.bmp,3.0,172.0,230.0,379.0,pendente,,,,
919700468104_dedo2.bmp,3.0,413.0,211.0,604.0,pendente,,,,
919700468104_dedo3.bmp,14.0,626.0,231.0,812.0,pendente,,,,
919700468104_dedo4.bmp,8.0,842.0,219.0,1033.0,pendente,,,,
919700468104_dedo5.bmp,21.0,1071.0,200.0,1163.0,pendente,,,,
919700468104_dedo6.bmp,1.0,186.0,187.0,370.0,pendente,,,,
919700468104_dedo7.bmp,1.0,394.0,167.0,568.0,pendente,,,,
919700468104_dedo8.bmp,8.0,598.0,171.0,762.0,pendente,,,,
919700468104_dedo9.bmp,2.0,814.0,158.0,983.0,pendente,,,,
919700468104_dedo10.bmp,1.0,1012.0,147.0,1097.0,pendente,,,,
919700468112_dedo1.bmp,1.0,135.0,206.0,351.0,pendente,,,,
919700468112_dedo2.bmp,1.0,366.0,182.0,564.0,pendente,,,,
919700468112_dedo3.bmp,1.0,577.0,179.0,769.0,pendente,,,,
919700468112_dedo4.bmp,2.0,770.0,165.0,975.0,pendente,,,,
919700468112_dedo5.bmp,5.0,1001.0,151.0,1164.0,pendente,,,,
919700468112_dedo6.bmp,0.0,144.0,160.0,354.0,pendente,,,,
919700468112_dedo7.bmp,1.0,359.0,132.0,545.0,pendente,,,,
919700468112_dedo8.bmp,1.0,556.0,136.0,725.0,pendente,,,,
919700468112_dedo9.bmp,0.0,755.0,152.0,945.0,pendente,,,,
919700468112_dedo10.bmp,1.0,957.0,90.0,1099.0,pendente,,,,
919700468139_dedo1.bmp,0.0,163.0,205.0,373.0,pendente,,,,
919700468139_dedo2.bmp,0.0,404.0,198.0,599.0,pendente,,,,
919700468139_dedo3.bmp,0.0,616.0,208.0,810.0,pendente,,,,
919700468139_dedo4.bmp,0.0,831.0,202.0,1022.0,pendente,,,,
919700468139_dedo5.bmp,0.0,1051.0,176.0,1164.0,pendente,,,,
919700468139_dedo6.bmp,2.0,140.0,193.0,346.0,pendente,,,,
919700468139_dedo7.bmp,1.0,364.0,189.0,562.0,pendente,,,,
919700468139_dedo8.bmp,1.0,577.0,175.0,769.0,pendente,,,,
919700468139_dedo9.bmp,0.0,784.0,194.0,958.0,pendente,,,,
919700468139_dedo10.bmp,0.0,991.0,170.0,1097.0,pendente,,,,
919700468155_dedo1.bmp,0.0,111.0,229.0,384.0,pendente,,,,
919700468155_dedo2.bmp,1.0,405.0,206.0,632.0,pendente,,,,
919700468155_dedo3.bmp,3.0,641.0,221.0,865.0,pendente,,,,
919700468155_dedo4.bmp,1.0,884.0,199.0,1089.0,pendente,,,,
919700468155_dedo5.bmp,2.0,1092.0,178.0,1164.0,pendente,,,,
919700468155_dedo6.bmp,1.0,123.0,203.0,386.0,pendente,,,,
919700468155_dedo7.bmp,2.0,391.0,174.0,579.0,pendente,,,,
919700468155_dedo8.bmp,1.0,583.0,175.0,787.0,pendente,,,,
919700468155_dedo9.bmp,0.0,798.0,182.0,1000.0,pendente,,,,
919700468155_dedo10.bmp,0.0,1014.0,152.0,1098.0,pendente,,,,
919700468171_dedo1.bmp,4.0,128.0,197.0,329.0,pendente,,,,
919700468171_dedo2.bmp,5.0,340.0,196.0,504.0,pendente,,,,
919700468171_dedo3.bmp,7.0,560.0,215.0,749.0,pendente,,,,
919700468171_dedo4.bmp,9.0,789.0,220.0,963.0,pendente,,,,
919700468171_dedo5.bmp,13.0,1021.0,191.0,1164.0,pendente,,,,
919700468171_dedo6.bmp,1.0,104.0,188.0,288.0,pendente,,,,
919700468171_dedo7.bmp,1.0,315.0,198.0,509.0,pendente,,,,
919700468171_dedo8.bmp,0.0,555.0,163.0,736.0,pendente,,,,
919700468171_dedo9.bmp,1.0,760.0,174.0,917.0,pendente,,,,
919700468171_dedo10.bmp,1.0,948.0,191.0,1094.0,pendente,,,,
919700468180_dedo1.bmp,12.0,103.0,254.0,333.0,pendente,,,,
919700468180_dedo2.bmp,17.0,342.0,269.0,523.0,pendente,,,,
919700468180_dedo3.bmp,16.0,539.0,258.0,754.0,pendente,,,,
919700468180_dedo4.bmp,23.0,761.0,237.0,957.0,pendente,,,,
919700468180_dedo5.bmp,20.0,971.0,215.0,1142.0,pendente,,,,
919700468180_dedo6.bmp,58.0,134.0,255.0,347.0,pendente,,,,
919700468180_dedo7.bmp,0.0,353.0,222.0,495.0,pendente,,,,
919700468180_dedo8.bmp,48.0,508.0,262.0,682.0,pendente,,,,
919700468180_dedo9.bmp,2.0,723.0,226.0,900.0,pendente,,,,
919700468180_dedo10.bmp,12.0,920.0,222.0,1091.0,pendente,,,,
919700468252_dedo1.bmp,1.0,137.0,198.0,348.0,pendente,,,,
919700468252_dedo2.bmp,2.0,357.0,173.0,538.0,pendente,,,,
919700468252_dedo3.bmp,1.0,566.0,191.0,765.0,pendente,,,,
919700468252_dedo4.bmp,1.0,779.0,188.0,980.0,pendente,,,,
919700468252_dedo5.bmp,1.0,989.0,161.0,1148.0,pendente,,,,
919700468252_dedo6.bmp,1.0,117.0,187.0,315.0,pendente,,,,
919700468252_dedo7.bmp,1.0,343.0,155.0,516.0,pendente,,,,
919700468252_dedo8.bmp,1.0,537.0,162.0,708.0,pendente,,,,
919700468252_dedo9.bmp,1.0,733.0,160.0,911.0,pendente,,,,
919700468252_dedo10.bmp,0.0,940.0,147.0,1083.0,pendente,,,,
919700468260_dedo1.bmp,10.0,106.0,236.0,319.0,pendente,,,,
919700468260_dedo2.bmp,9.0,327.0,211.0,520.0,pendente,,,,
919700468260_dedo3.bmp,10.0,550.0,212.0,751.0,pendente,,,,
919700468260_dedo4.bmp,7.0,770.0,218.0,989.0,pendente,,,,
919700468260_dedo5.bmp,23.0,1017.0,202.0,1164.0,pendente,,,,
919700468260_dedo6.bmp,4.0,116.0,215.0,310.0,pendente,,,,
919700468260_dedo7.bmp,2.0,329.0,198.0,525.0,pendente,,,,
919700468260_dedo8.bmp,0.0,538.0,194.0,726.0,pendente,,,,
919700468260_dedo9.bmp,4.0,740.0,202.0,922.0,pendente,,,,
919700468260_dedo10.bmp,8.0,947.0,179.0,1099.0,pendente,,,,
919700468279_dedo1.bmp,2.0,144.0,210.0,365.0,pendente,,,,
919700468279_dedo2.bmp,0.0,377.0,190.0,588.0,pendente,,,,
919700468279_dedo3.bmp,1.0,604.0,173.0,794.0,pendente,,,,
919700468279_dedo4.bmp,1.0,801.0,179.0,1001.0,pendente,,,,
919700468279_dedo5.bmp,1.0,1015.0,161.0,1160.0,pendente,,,,
919700468279_dedo6.bmp,0.0,82.0,166.0,319.0,pendente,,,,
919700468279_dedo7.bmp,0.0,324.0,180.0,521.0,pendente,,,,
919700468279_dedo8.bmp,0.0,533.0,188.0,729.0,pendente,,,,
919700468279_dedo9.bmp,1.0,739.0,172.0,927.0,pendente,,,,
919700468279_dedo10.bmp,1.0,961.0,152.0,1100.0,pendente,,,,
919700468309_dedo1.bmp,23.0,140.0,233.0,383.0,pendente,,,,
919700468309_dedo2.bmp,6.0,395.0,207.0,590.0,pendente,,,,
919700468309_dedo3.bmp,5.0,604.0,215.0,800.0,pendente,,,,
919700468309_dedo4.bmp,2.0,803.0,200.0,1025.0,pendente,,,,
919700468309_dedo5.bmp,2.0,1030.0,169.0,1163.0,pendente,,,,
919700468309_dedo6.bmp,1.0,138.0,198.0,361.0,pendente,,,,
919700468309_dedo7.bmp,1.0,375.0,148.0,555.0,pendente,,,,
919700468309_dedo8.bmp,2.0,566.0,172.0,765.0,pendente,,,,
919700468309_dedo9.bmp,0.0,767.0,163.0,976.0,pendente,,,,
919700468309_dedo10.bmp,0.0,979.0,131.0,1098.0,pendente,,,,
919700468333_dedo1.bmp,26.0,145.0,241.0,354.0,pendente,,,,
919700468333_dedo2.bmp,23.0,364.0,239.0,556.0,pendente,,,,
919700468333_dedo3.bmp,22.0,571.0,218.0,771.0,pendente,,,,
919700468333_dedo4.bmp,24.0,795.0,233.0,983.0,pendente,,,,
919700468333_dedo5.bmp,25.0,996.0,211.0,1161.0,pendente,,,,
919700468333_dedo6.bmp,3.0,138.0,218.0,341.0,pendente,,,,
919700468333_dedo7.bmp,3.0,355.0,178.0,528.0,pendente,,,,
919700468333_dedo8.bmp,0.0,557.0,175.0,743.0,pendente,,,,
919700468333_dedo9.bmp,0.0,753.0,185.0,937.0,pendente,,,,
919700468333_dedo10.bmp,2.0,956.0,164.0,1098.0,pendente,,,,
919700468341_dedo1.bmp,10.0,97.0,208.0,313.0,pendente,,,,
919700468341_dedo2.bmp,17.0,322.0,220.0,510.0,pendente,,,,
919700468341_dedo3.bmp,32.0,535.0,227.0,726.0,pendente,,,,
919700468341_dedo4.bmp,33.0,751.0,240.0,942.0,pendente,,,,
919700468341_dedo5.bmp,41.0,952.0,230.0,1121.0,pendente,,,,
919700468341_dedo6.bmp,1.0,89.0,204.0,298.0,pendente,,,,
919700468341_dedo7.bmp,5.0,308.0,206.0,495.0,pendente,,,,
919700468341_dedo8.bmp,3.0,499.0,212.0,705.0,pendente,,,,
919700468341_dedo9.bmp,4.0,721.0,213.0,910.0,pendente,,,,
919700468341_dedo10.bmp,3.0,928.0,207.0,1105.0,pendente,,,,
919700468350_dedo1.bmp,8.0,197.0,222.0,403.0,pendente,,,,
919700468350_dedo2.bmp,4.0,446.0,187.0,628.0,pendente,,,,
919700468350_dedo3.bmp,2.0,657.0,192.0,832.0,pendente,,,,
919700468350_dedo4.bmp,1.0,847.0,170.0,1037.0,pendente,,,,
919700468350_dedo5.bmp,0.0,1085.0,164.0,1163.0,pendente,,,,
919700468350_dedo6.bmp,2.0,188.0,156.0,387.0,pendente,,,,
919700468350_dedo7.bmp,1.0,412.0,155.0,580.0,pendente,,,,
919700468350_dedo8.bmp,1.0,633.0,156.0,792.0,pendente,,,,
919700468350_dedo9.bmp,1.0,810.0,131.0,975.0,pendente,,,,
919700468350_dedo10.bmp,4.0,1048.0,100.0,1097.0,pendente,,,,
919700468384_dedo1.bmp,10.0,133.0,255.0,388.0,pendente,,,,
919700468384_dedo2.bmp,15.0,400.0,220.0,596.0,pendente,,,,
919700468384_dedo3.bmp,17.0,609.0,209.0,800.0,pendente,,,,
919700468384_dedo4.bmp,23.0,806.0,212.0,1012.0,pendente,,,,
919700468384_dedo5.bmp,21.0,1029.0,202.0,1162.0,pendente,,,,
919700468384_dedo6.bmp,5.0,135.0,213.0,353.0,pendente,,,,
919700468384_dedo7.bmp,1.0,372.0,198.0,557.0,pendente,,,,
919700468384_dedo8.bmp,2.0,576.0,202.0,798.0,pendente,,,,
919700468384_dedo9.bmp,3.0,807.0,188.0,994.0,pendente,,,,
919700468384_dedo10.bmp,5.0,1000.0,172.0,1098.0,pendente,,,,
919700468406_dedo1.bmp,24.0,133.0,241.0,351.0,pendente,,,,
919700468406_dedo2.bmp,20.0,362.0,221.0,581.0,pendente,,,,
919700468406_dedo3.bmp,18.0,588.0,199.0,792.0,pendente,,,,
919700468406_dedo4.bmp,16.0,799.0,236.0,1002.0,pendente,,,,
919700468406_dedo5.bmp,17.0,1017.0,231.0,1163.0,pendente,,,,
919700468406_dedo6.bmp,0.0,85.0,177.0,344.0,pendente,,,,
919700468406_dedo7.bmp,1.0,350.0,193.0,532.0,pendente,,,,
919700468406_dedo8.bmp,1.0,546.0,183.0,738.0,pendente,,,,
919700468406_dedo9.bmp,1.0,755.0,173.0,949.0,pendente,,,,
919700468406_dedo10.bmp,1.0,963.0,167.0,1097.0,pendente,,,,
919700468449_dedo1.bmp,29.0,171.0,231.0,389.0,pendente,,,,
919700468449_dedo2.bmp,31.0,405.0,200.0,604.0,pendente,,,,
919700468449_dedo3.bmp,29.0,612.0,212.0,808.0,pendente,,,,
919700468449_dedo4.bmp,24.0,839.0,225.0,1030.0,pendente,,,,
919700468449_dedo5.bmp,25.0,1056.0,208.0,1163.0,pendente,,,,
919700468449_dedo6.bmp,0.0,158.0,175.0,376.0,pendente,,,,
919700468449_dedo7.bmp,3.0,385.0,171.0,569.0,pendente,,,,
919700468449_dedo8.bmp,2.0,580.0,181.0,783.0,pendente,,,,
919700468449_dedo9.bmp,1.0,806.0,167.0,986.0,pendente,,,,
919700468449_dedo10.bmp,0.0,998.0,153.0,1099.0,pendente,,,,
919700468600_dedo1.bmp,2.0,136.0,214.0,365.0,pendente,,,,
919700468600_dedo2.bmp,3.0,378.0,190.0,561.0,pendente,,,,
919700468600_dedo3.bmp,4.0,573.0,185.0,768.0,pendente,,,,
919700468600_dedo4.bmp,5.0,784.0,209.0,972.0,pendente,,,,
919700468600_dedo5.bmp,11.0,1001.0,185.0,1161.0,pendente,,,,
919700468600_dedo6.bmp,0.0,116.0,191.0,318.0,pendente,,,,
919700468600_dedo7.bmp,2.0,333.0,168.0,512.0,pendente,,,,
919700468600_dedo8.bmp,1.0,524.0,170.0,703.0,pendente,,,,
919700468600_dedo9.bmp,0.0,725.0,170.0,906.0,pendente,,,,
919700468600_dedo10.bmp,6.0,929.0,154.0,1093.0,pendente,,,,
919700468651_dedo1.bmp,2.0,142.0,201.0,403.0,pendente,,,,
919700468651_dedo2.bmp,1.0,412.0,193.0,637.0,pendente,,,,
919700468651_dedo3.bmp,1.0,649.0,191.0,861.0,pendente,,,,
919700468651_dedo4.bmp,4.0,873.0,194.0,1087.0,pendente,,,,
919700468651_dedo5.bmp,8.0,1097.0,167.0,1162.0,pendente,,,,
919700468651_dedo6.bmp,1.0,145.0,198.0,390.0,pendente,,,,
919700468651_dedo7.bmp,2.0,401.0,182.0,603.0,pendente,,,,
919700468651_dedo8.bmp,2.0,613.0,179.0,819.0,pendente,,,,
919700468651_dedo9.bmp,2.0,827.0,173.0,1026.0,pendente,,,,
919700468651_dedo10.bmp,3.0,1034.0,147.0,1097.0,pendente,,,,
919700468694_dedo1.bmp,17.0,170.0,271.0,395.0,pendente,,,,
919700468694_dedo2.bmp,19.0,407.0,256.0,603.0,pendente,,,,
919700468694_dedo3.bmp,9.0,623.0,264.0,814.0,pendente,,,,
919700468694_dedo4.bmp,2.0,835.0,239.0,1027.0,pendente,,,,
919700468694_dedo5.bmp,1.0,1038.0,203.0,1164.0,pendente,,,,
919700468694_dedo6.bmp,10.0,149.0,264.0,352.0,pendente,,,,
919700468694_dedo7.bmp,2.0,377.0,209.0,554.0,pendente,,,,
919700468694_dedo8.bmp,2.0,572.0,194.0,750.0,pendente,,,,
919700468694_dedo9.bmp,1.0,767.0,207.0,948.0,pendente,,,,
919700468694_dedo10.bmp,2.0,992.0,188.0,1098.0,pendente,,,,
919700468708_dedo1.bmp,39.0,142.0,238.0,381.0,pendente,,,,
919700468708_dedo2.bmp,38.0,385.0,225.0,560.0,pendente,,,,
919700468708_dedo3.bmp,28.0,589.0,209.0,781.0,pendente,,,,
919700468708_dedo4.bmp,15.0,798.0,208.0,975.0,pendente,,,,
919700468708_dedo5.bmp,6.0,1010.0,205.0,1164.0,pendente,,,,
919700468708_dedo6.bmp,1.0,131.0,174.0,339.0,pendente,,,,
919700468708_dedo7.bmp,1.0,350.0,178.0,519.0,pendente,,,,
919700468708_dedo8.bmp,2.0,545.0,170.0,724.0,pendente,,,,
919700468708_dedo9.bmp,0.0,765.0,168.0,934.0,pendente,,,,
919700468708_dedo10.bmp,1.0,953.0,166.0,1094.0,pendente,,,,
919700468759_dedo1.bmp,41.0,142.0,268.0,376.0,pendente,,,,
919700468759_dedo2.bmp,40.0,395.0,241.0,583.0,pendente,,,,
919700468759_dedo3.bmp,43.0,598.0,265.0,805.0,pendente,,,,
919700468759_dedo4.bmp,42.0,823.0,269.0,1001.0,pendente,,,,
919700468759_dedo5.bmp,41.0,1024.0,245.0,1165.0,pendente,,,,
919700468759_dedo6.bmp,7.0,143.0,236.0,360.0,pendente,,,,
919700468759_dedo7.bmp,9.0,366.0,222.0,557.0,pendente,,,,
919700468759_dedo8.bmp,6.0,569.0,237.0,762.0,pendente,,,,
919700468759_dedo9.bmp,7.0,779.0,245.0,967.0,pendente,,,,
919700468759_dedo10.bmp,10.0,1002.0,220.0,1141.0,pendente,,,,
919700468805_dedo1.bmp,1.0,7.0,205.0,202.0,pendente,,,,
919700468805_dedo2.bmp,0.0,251.0,187.0,444.0,pendente,,,,
919700468805_dedo3.bmp,1.0,480.0,170.0,686.0,pendente,,,,
919700468805_dedo4.bmp,1.0,701.0,180.0,894.0,pendente,,,,
919700468805_dedo5.bmp,1.0,938.0,147.0,1103.0,pendente,,,,
919700468805_dedo6.bmp,0.0,24.0,177.0,217.0,pendente,,,,
919700468805_dedo7.bmp,2.0,240.0,150.0,426.0,pendente,,,,
919700468805_dedo8.bmp,0.0,460.0,170.0,642.0,pendente,,,,
919700468805_dedo9.bmp,0.0,672.0,170.0,838.0,pendente,,,,
919700468805_dedo10.bmp,1.0,903.0,175.0,1043.0,pendente,,,,
919700468813_dedo1.bmp,17.0,2.0,219.0,243.0,pendente,,,,
919700468813_dedo2.bmp,22.0,273.0,210.0,496.0,pendente,,,,
919700468813_dedo3.bmp,22.0,523.0,212.0,744.0,pendente,,,,
919700468813_dedo4.bmp,23.0,771.0,220.0,989.0,pendente,,,,
919700468813_dedo5.bmp,23.0,1008.0,209.0,1161.0,pendente,,,,
919700468813_dedo6.bmp,6.0,36.0,190.0,251.0,pendente,,,,
919700468813_dedo7.bmp,2.0,269.0,177.0,473.0,pendente,,,,
919700468813_dedo8.bmp,1.0,480.0,179.0,698.0,pendente,,,,
919700468813_dedo9.bmp,3.0,710.0,176.0,936.0,pendente,,,,
919700468813_dedo10.bmp,2.0,943.0,186.0,1099.0,pendente,,,,
919700468848_dedo1.bmp,35.0,3.0,270.0,228.0,pendente,,,,
919700468848_dedo2.bmp,44.0,244.0,271.0,452.0,pendente,,,,
919700468848_dedo3.bmp,39.0,485.0,262.0,676.0,pendente,,,,
919700468848_dedo4.bmp,38.0,701.0,268.0,894.0,pendente,,,,
919700468848_dedo5.bmp,42.0,934.0,255.0,1121.0,pendente,,,,
919700468848_dedo6.bmp,13.0,3.0,241.0,209.0,pendente,,,,
919700468848_dedo7.bmp,4.0,238.0,220.0,439.0,pendente,,,,
919700468848_dedo8.bmp,12.0,469.0,221.0,668.0,pendente,,,,
919700468848_dedo9.bmp,3.0,692.0,193.0,874.0,pendente,,,,
919700468848_dedo10.bmp,3.0,887.0,189.0,1054.0,pendente,,,,
919700468902_dedo1.bmp,23.0,25.0,271.0,255.0,pendente,,,,
919700468902_dedo2.bmp,23.0,282.0,252.0,500.0,pendente,,,,
919700468902_dedo3.bmp,23.0,532.0,259.0,741.0,pendente,,,,
919700468902_dedo4.bmp,25.0,750.0,263.0,959.0,pendente,,,,
919700468902_dedo5.bmp,22.0,980.0,228.0,1163.0,pendente,,,,
919700468902_dedo6.bmp,1.0,5.0,213.0,233.0,pendente,,,,
919700468902_dedo7.bmp,1.0,274.0,182.0,470.0,pendente,,,,
919700468902_dedo8.bmp,0.0,491.0,195.0,693.0,pendente,,,,
919700468902_dedo9.bmp,0.0,724.0,210.0,909.0,pendente,,,,
919700468902_dedo10.bmp,0.0,959.0,183.0,1098.0,pendente,,,,
919700468953_dedo1.bmp,20.0,28.0,250.0,258.0,pendente,,,,
919700468953_dedo2.bmp,1.0,283.0,182.0,482.0,pendente,,,,
919700468953_dedo3.bmp,2.0,536.0,193.0,722.0,pendente,,,,
919700468953_dedo4.bmp,3.0,732.0,184.0,935.0,pendente,,,,
919700468953_dedo5.bmp,2.0,956.0,163.0,1138.0,pendente,,,,
919700468953_dedo6.bmp,1.0,3.0,215.0,244.0,pendente,,,,
919700468953_dedo7.bmp,1.0,260.0,193.0,449.0,pendente,,,,
919700468953_dedo8.bmp,0.0,485.0,180.0,674.0,pendente,,,,
919700468953_dedo9.bmp,0.0,693.0,178.0,889.0,pendente,,,,
919700468953_dedo10.bmp,0.0,913.0,173.0,1072.0,pendente,,,,
919700468970_dedo1.bmp,13.0,50.0,247.0,255.0,pendente,,,,
919700468970_dedo2.bmp,6.0,281.0,224.0,485.0,pendente,,,,
919700468970_dedo3.bmp,10.0,511.0,226.0,708.0,pendente,,,,
919700468970_dedo4.bmp,8.0,736.0,222.0,931.0,pendente,,,,
919700468970_dedo5.bmp,6.0,959.0,204.0,1137.0,pendente,,,,
919700468970_dedo6.bmp,2.0,22.0,206.0,229.0,pendente,,,,
919700468970_dedo7.bmp,2.0,241.0,215.0,430.0,pendente,,,,
919700468970_dedo8.bmp,1.0,490.0,206.0,678.0,pendente,,,,
919700468970_dedo9.bmp,1.0,695.0,181.0,882.0,pendente,,,,
919700468970_dedo10.bmp,0.0,893.0,174.0,1068.0,pendente,,,,
919700469097_dedo1.bmp,2.0,22.0,202.0,249.0,pendente,,,,
919700469097_dedo2.bmp,2.0,270.0,199.0,480.0,pendente,,,,
919700469097_dedo3.bmp,3.0,505.0,194.0,710.0,pendente,,,,
919700469097_dedo4.bmp,3.0,735.0,203.0,924.0,pendente,,,,
919700469097_dedo5.bmp,6.0,939.0,179.0,1119.0,pendente,,,,
919700469097_dedo6.bmp,1.0,7.0,171.0,233.0,pendente,,,,
919700469097_dedo7.bmp,2.0,263.0,174.0,453.0,pendente,,,,
919700469097_dedo8.bmp,0.0,489.0,155.0,684.0,pendente,,,,
919700469097_dedo9.bmp,2.0,701.0,174.0,878.0,pendente,,,,
919700469097_dedo10.bmp,1.0,905.0,156.0,1083.0,pendente,,,,
919700469127_dedo1.bmp,2.0,18.0,181.0,227.0,pendente,,,,
919700469127_dedo2.bmp,1.0,331.0,161.0,506.0,pendente,,,,
919700469127_dedo3.bmp,3.0,513.0,165.0,708.0,pendente,,,,
919700469127_dedo4.bmp,2.0,758.0,167.0,957.0,pendente,,,,
919700469127_dedo5.bmp,4.0,1027.0,166.0,1165.0,pendente,,,,
919700469127_dedo6.bmp,3.0,40.0,154.0,248.0,pendente,,,,
919700469127_dedo7.bmp,1.0,266.0,152.0,456.0,pendente,,,,
919700469127_dedo8.bmp,1.0,471.0,167.0,667.0,pendente,,,,
919700469127_dedo9.bmp,1.0,702.0,161.0,905.0,pendente,,,,
919700469127_dedo10.bmp,7.0,913.0,151.0,1080.0,pendente,,,,
919700469143_dedo1.bmp,7.0,38.0,226.0,267.0,pendente,,,,
919700469143_dedo2.bmp,9.0,279.0,210.0,478.0,pendente,,,,
919700469143_dedo3.bmp,6.0,503.0,206.0,708.0,pendente,,,,
919700469143_dedo4.bmp,2.0,743.0,199.0,949.0,pendente,,,,
919700469143_dedo5.bmp,8.0,970.0,183.0,1141.0,pendente,,,,
919700469143_dedo6.bmp,1.0,24.0,184.0,241.0,pendente,,,,
919700469143_dedo7.bmp,3.0,259.0,174.0,462.0,pendente,,,,
919700469143_dedo8.bmp,1.0,473.0,164.0,673.0,pendente,,,,
